problem_ID,problem_set_ID,question
1629,133,"A pyramid with a square base is 8 cm tall, as shown. The slant length, $VM=10$. Find the volume of the pyramid.\\[1cm]
    \begin{tikzpicture}[scale=0.9]
      \draw [thick] (-3,-1)--(2,-1)--(3.5,1)--(0,5)node[above right]{$V$}
        --cycle;
      \draw [dashed] (-3,-1)--(-1.5,1)--(3.5,1);
      \draw [thick] (2,-1)--(0,5);
      \draw [dashed] (2.75,0)
        --(0,0)--(0,5)--(-1.5,1);
      \draw (0,0) ++(0:0.5)-- ++(90:0.5)-- +(180:0.5);
      \draw [dashed] (2.75,0)--(0,5);
      \draw [fill] (0,0) circle [radius=0.08];
      \draw [fill] (2.75,0) circle [radius=0.08]node[right]{$M$};
      \node at (0,2)[left]{8};
      \node at (1.7,1.9)[right]{10};
    \end{tikzpicture}

"
1630,133,"Circle $O$ has a tangent lines $\overleftrightarrow{PT}$ with point of tangency $T$ and $\overleftrightarrow{PS}$ with point of tangency $S$, as shown. If $OP=13$ and the radius of circle $O$ is $5$, what is the perimeter of quadrilateral $PSOT$? \vspace{0.5cm}
    \begin{center}
      \begin{tikzpicture}[scale=0.6, rotate=-80]
        \draw [<-, thick] (120:5.774)--(210:10)node[left]{$P$}
        --(0,0)--(150:5)node[above]{$T$};
        \draw [->, thick] (210:10)--(0,-5)node[left]{$S$}--(3,-5);
        \draw [thick] (0,0)--(0,-5);
        \draw (0,0) circle [radius=5] node[below right]{$O$};
        %\draw (123:5) ++(-28:0.5)-- ++(-118:0.5)-- +(152:0.5);
        \draw [fill] (0,0) circle [radius=0.08];
        \draw [fill] (150:5) circle [radius=0.08];
        \draw [fill] (0,-5) circle [radius=0.08];
        \node at (215:6.5){13};
        \node at (140:3){5};
      \end{tikzpicture}
   \end{center}\vspace{1cm}

"
1631,133,"\setcounter{page}{1}
\subsubsection*{13.9 Exit Note: Circle situations \& trigonometry}
 Use only a compass and straightedge for these constructions. [show all compass marks]
   \begin{enumerate}

   \item Bisect the given angle. \vspace{1cm}
     \begin{center}
     \begin{tikzpicture}
       \draw [<->, thick] (80:6)--(0,0)--(20:6);
       \draw [fill] (0,0) circle [radius=0.05] node[below]{$A$};
     \end{tikzpicture}
   \end{center} \vspace{0.5cm}

   \item Construct a median to $\overline{AB}$ from $C$.\\
     \vspace{1cm}
     \begin{center}
     \begin{tikzpicture}
       \draw [<->, thick] (0,0)--(10,0)--(6,3)--cycle;
       \draw [fill] (0,0) circle [radius=0.05] node[left]{$A$};
       \draw [fill] (10,0) circle [radius=0.05] node[right]{$B$};
       \draw [fill] (6,3) circle [radius=0.05] node[above right]{$C$};
     \end{tikzpicture}
   \end{center}

"
1632,133," Show the calculation. When rounding, write down the full calculator display first.
    \item What is the area of a circle with diameter 10, rounded to the \emph{nearest tenth}? \vspace{2.5cm}
    \item What is the circumference of a circle with radius 12, rounded to the \emph{nearest tenth}? \vspace{2.5cm}
    \item What is the radius of a circle with circumference 50.25, rounded to the \emph{nearest hundredth}? \vspace{4cm}

   \item Circle $O$ has a radius $AO=6$ cm, as shown below, and arc measure $m \wideparen{AB}=120^\circ$.
      \begin{multicols}{2}
        \begin{tikzpicture}[scale=.6]
          \draw (0,0) circle[radius=5];
          \draw [thick]
          (-30:5) node[right] {$A$}--(0,0);
          \draw [thick] (0,0)--(90:5) node[above] {$B$};
          \fill (0,0) circle[radius=0.1] node[below]{$O$};
          \draw (30:6) node{$120^\circ$};
          \draw (-35:2.5) node[below]{$6$};
          %\draw (75:1.8) node[above] {$C$};
          %\draw (290:5) node[below] {$D$};
        \end{tikzpicture}
      \columnbreak
        \begin{enumerate}
          \item Find the $m \angle AOB$. \vspace{1cm}
          \item Find the length of the arc $\wideparen{AB}$ to the \emph{nearest tenth}. \vspace{3cm}
          \item Find the area of the sector $AOB$ to the \emph{nearest tenth}. %\vspace{2.5cm}
        \end{enumerate}
      \end{multicols}


"
1633,133," \raggedcolumns
"
1634,133,"Right $\triangle ABC$ has sides of length $BC=6$, $AC=8$, and $AB=10$ as shown. %\vspace{0.5cm}
   \begin{multicols}{2}
             Find to the \emph{nearest thousandth}.
         \begin{enumerate}
           \item $\sin A =$ \vspace{1cm}
           \item $\tan A =$ \vspace{1cm}
           \item $\tan B =$ \vspace{1cm}
           \item Find $m\angle A$ to the \emph{nearest degree}. \vspace{1cm}
       \end{enumerate}
       \begin{tikzpicture}[scale=0.7]
         \draw [thick]
         (0,0)node[below]{$A$}--
         (8,0)node[below left]{$C$}--
         (8,6)node[above left]{$B$}--cycle;
         \draw (8,0)++(-0.5,0)--++(0,0.5)--+(0.5,0);
         \node at (4,0)[below]{$8$};
         \node at (8,3)[left]{$6$};
         \node at (3.7,3)[above]{$10$};
       \end{tikzpicture}
     \end{multicols} \vspace{1cm}

"
1635,133,"In a right triangle, the acute angles have the relationship $\sin (30)=\cos(x)$.\\[0.25cm]
     What is the value of $x$? \vspace{3cm}

"
1636,133,"If $\sin (x-20)^\circ = \cos(60)^\circ$, what is the value of $x$? \vspace{5cm}

"
1637,133,"Express each value to \emph{the nearest tenth}.  \vspace{0.5cm}
     \begin{multicols}{2}
       \begin{enumerate}
         \item $\sin 30^\circ = $ \vspace{1cm}
         \item $\cos 45^\circ =$
         \item $\tan^{-1} 1.732 = $ \vspace{1cm}
         \item $\cos^{-1} 0.866 =$
       \end{enumerate}
     \end{multicols}

"
1638,133,"A flag pole is 60 feet away, and the angle of elevation to its top is $27^\circ$. To the \emph{nearest foot}, what is the height of the pole?\\
    \begin{tikzpicture}[scale=1.1]
      \draw [dashed] (10,0)--(0,0)--(10,4);
      \draw [thick, ->] (10,0)--(10,4);
      \draw (10,0)++(-0.3,0)--++(0,0.3)--+(0.3,0);
      \fill [lightgray] (0,0)--(0.75,0) arc [start angle=0, end angle=22, radius=0.75]--cycle;
      \node at (1,0)[below]{$27^\circ$};
      \node at (10,2)[right]{Flag Pole};
      \node at (5,0)[below]{60 feet};
    \end{tikzpicture} \vspace{4cm}

"
1639,133,"Right $\triangle ABC$ is drawn with point $D$ on $\overline{AC}$. $m\angle BAC=50^\circ$, $m\angle BDC=75^\circ$, $m\angle C=90^\circ$, and $AC=20$. \\[0.5cm]
    ``Solve the triangle"": Find $BC$, $BD$, $CD$, and $AD$. \vspace{0.5cm}
        \begin{flushright}
          \begin{tikzpicture}[scale=0.7]
            \draw [thick] (-8,0)node[left]{$A$}
            --(0,0)node[right]{$C$}
            --(0,10)node[right]{$B$}--cycle;
            %\draw (0,0) circle [radius=5] node[below]{$O$};
            \draw [thick] (-3,0)node[below left]{$D$}--(0,10);
            \draw (0,0) ++(-180:0.5)-- ++(90:0.5)-- +(0:0.5);
            \node at (-4.5,5)[left]{$20$};
            \node at (-7.5,0)[above right]{$50^\circ$};
            \node at (-2.9,0)[above right]{$75^\circ$};
          \end{tikzpicture}
       \end{flushright}%\vspace{5cm}

"
1640,134,"In the diagram below, $\overline{AC}$ has endpoints with coordinates $A(-4,1)$ and $C(5,4)$.
   \begin{center} %4 quadrant regents grid
     \begin{tikzpicture}[scale=.48]
       \draw [help lines] (-9,-4) grid (9,7);
       \draw [thick, <->] (-9.4,0) -- (9.4,0) node [below right] {$x$};
       \draw [thick, <->] (0,-4.4)--(0,7.4) node [left] {$y$};
       \draw [thick] (-4, 1)--(5,4);
       \draw [fill] (-4, 1) circle [radius=0.1] node[above left] {$A$};
       \draw [fill] (5, 4) circle [radius=0.1] node[below right] {$C$};
     \end{tikzpicture}
   \end{center}
   If $B$ is a point on $\overline{AC}$ and $AB{:}BC = 1{:}2$,  what  are  the coordinates of $B$? \vspace{4cm}

"
1641,134,"The directed line segment $MN$ has endpoints $M(-3,-6)$ and $N(2,4)$. Point $P$ divides $\overline{MN}$ such that $MP {:}PN$ is $2{:}3$. What are the coordinates of $P$?\\[0.25cm]
   [Use the scrap Regents graph paper to help answer this problem] \vspace{4cm}

"
1642,134,"Triangle $ABC$ is dilated with a scale factor of $k$ centered at $A$, yielding $\triangle ADE$, as shown. Given $AB=9$, $BC=12$, $AC=14$, and $DE=16$. \\[0.25cm] Find $k$, $BD$, and $AE$ (the scale factor).\\[0.25cm]
     \begin{tikzpicture}[scale=0.5]
       \draw [thick]
       (0,0)node[left]{$B$}--
       (8,0)node[above right]{$C$}--
       (2,6)node[left]{$A$}--cycle;
       \draw [thick]
       (0,0)--
       (-1,-3)node[left]{$D$}--
       (11,-3)node[above right]{$E$}--(8,0);
       \node at (4,0)[below]{$12$};
       \node at (5.3, 3)[right]{$14$};
       \node at (0.3, 2.8)[above]{$9$};
       \node at (5,-3)[below]{$16$};
     \end{tikzpicture}
  \vspace{4cm}

"
1643,134,"Given $\triangle ABP$ and $\triangle JKP$ as shown below. $\overline{AB} \parallel \overline{JK}$. $AP=5.7$, $JP=11.4$, and $JK=14.8$. Find $AB$.\\[0.5cm]
    \begin{tikzpicture}[scale=1.4]
        \draw [thick]
          (0.25,-1)node[right]{$B$}--
          (-0.5,2)node[left]{$K$}--
          (4,0)node[right]{$J$}--
          (0,0)node[above right]{$P$}--
          (-2,0)node[left]{$A$}--cycle;
      \end{tikzpicture}

"
1644,134,"What single transformation maps $\triangle ABC$ onto $\triangle DEF$, shown below? Fully specify the transformation.
    \begin{center}
      \begin{tikzpicture}[scale=.48]
        \draw [help lines] (-10,-7) grid (10,10);
        \draw [thick, <->] (-10.4,0) -- (10.4,0) node [right] {$x$};
        \draw [thick, <->] (0,-7.4)--(0,10.4) node [above] {$y$};
        \draw [thick]
          (4,4) node[above left] {$A$}--
          (8,6) node[above] {$B$}--
          (7,1) node[right] {$C$}--cycle;
        \draw [thick]
          (-5,1) node[left] {$F$}--
          (-6,6) node[above] {$E$}--
          (-2,4) node[above right] {$D$}--cycle;
      \end{tikzpicture}
    \end{center}

"
1645,134,"Dilate the $\triangle PQR$ by a factor of $2$ centered at $(4,2)$, drawing its image $\triangle P'Q'R'$ and labeling its vertices.
    \begin{center}
      \begin{tikzpicture}[scale=.48]
        \draw [help lines] (-9,-9) grid (9,9);
        \draw [thick, <->] (-9.4,0) -- (9.4,0) node [right] {$x$};
        \draw [thick, <->] (0,-9.4)--(0,9.4) node [above] {$y$};
        \draw [thick]
          (5,-2) node[right] {$P$}--
          (-2,4) node[above] {$Q$}--
          (5,4) node[right] {$R$}--cycle;
        \draw [fill] (4,2) circle [radius=0.1];
      \end{tikzpicture}
    \end{center}

"
1646,134,"Write down the center and radius of the circle represented by
  $(x+1)^2+(y+3)^2=1$. \vspace{2cm}

"
1647,134,"Write down the equation of a circle with radius $r=4$ and center $(7,-3)$. \vspace{2cm}

"
1648,134,"Which equation represents a circle with radius $4$ centered at $(1,-2)$?
   \begin{enumerate}
     \begin{multicols}{2}
     \item   $x^2+2x + y^2-4y = 9$ \vspace{0.5cm}
     \item   $x^2-2x + y^2+4y = 9$
     \item   $x^2+2x + y^2-4y = 16$ \vspace{0.5cm}
     \item   $x^2-2x + y^2+4y = 16$
     \end{multicols}
   \end{enumerate} \vspace{4cm}

"
1649,134,"Circle $O$ has a radius $AO=8$ cm, as shown below, and arc measure $m \wideparen{AB}=90^\circ$.
      \begin{multicols}{2}
        \begin{tikzpicture}[scale=.6]
          \draw (0,0) circle[radius=5];
          \draw [thick]
          (0:5) node[right] {$A$}--(0,0);
          \draw [thick] (0,0)--(90:5) node[above] {$B$};
          \fill (0,0) circle[radius=0.1] node[below]{$O$};
          \draw (35:6) node{$90^\circ$};
          \draw (0:2.5) node[below]{$8$};
          %\draw (75:1.8) node[above] {$C$};
          %\draw (290:5) node[below] {$D$};
        \end{tikzpicture}
      \columnbreak
        \begin{enumerate}
          \item Find the $m \angle AOB$. \vspace{1cm}
          \item Find the length of the arc $\wideparen{AB}$ to the \emph{nearest tenth}. \vspace{3cm}
          \item Find the area of the sector $AOB$ to the \emph{nearest tenth}. %\vspace{2.5cm}
        \end{enumerate}
      \end{multicols}

"
1650,135,"

"
1651,135,"  Solve for the value of $x$.\\[0.5cm]
  $\frac{1}{3}(5x-1)=3$ \vspace{4cm}

"
1652,135,"Given $f(x)=\frac{2}{5} x-4$. Solve for $x$ such that for $f(x)=2$. \vspace{5cm}
"
1653,135,"Given $g(x)=2x^2-7x+4$. Simplify $g(0)$. \vspace{4cm}
"
1654,135,"Given $h(x)=x^2+7x+6$. Solve $h(x)=0$. \vspace{5cm}

"
1655,135,"Simplify each expression. (Leave it in radical form if necessary, not a decimal.)
    \begin{enumerate}
      \begin{multicols}{2}
      \item   $\sqrt{18}$ \vspace{1.25cm}
      \item   $\sqrt{75}$ \vspace{1.25cm}
      \end{multicols}
    \end{enumerate} \vspace{2cm}

"
1656,135,"Find the slope of each linear equation.
    \begin{enumerate}
      \item $y=\frac{3}{2}x+7$
      \vspace{2cm}
      \item $3x+2y=6$
      \vspace{3.5cm}
    \end{enumerate}

"
1657,135,"Write an equation of the line that is parallel to the line whose equation is $y=\frac{1}{3}x-7$ and passes through the point $(2,-1)$. \vspace{2cm}

"
1658,135,"Find the area of a circle with radius 5. Round to the \emph{nearest tenth}.  ($A=\pi r^2$) \vspace{2cm}

"
1659,135,"The volume of a sphere is given by $V=\frac{4}{3} \pi r^3$. If the volume is 1595, find the radius to the \emph{nearest hundredth}.

"
1660,136,"Given two parallel lines and a transversal, as shown. Apply the theorem, ``If a transversal intersects two parallel lines, then corresponding angles are congruent.""
  \begin{center}
  \begin{tikzpicture}
    \draw [<->, thick] (1,2)--(9,2);
    \draw [<->, thick] (0,0)--(8,0);
    \draw [<->, thick] (4,-1)--(5.5,3);
    \node at (4.5,0.3) [left]{$5$};
    \node at (4.5,0.3) [right]{$6$};
    \node at (4.3,-0.3) [left]{$7$};
    \node at (4.3,-0.3) [right]{$8$};
    \node at (5.2,2) [above left]{$1$};
    \node at (5.2,2) [above right]{$2$};
    \node at (5,2) [below left]{$3$};
    \node at (5,2) [below right]{$4$};
  \end{tikzpicture}
  \end{center}
  \begin{enumerate}
    \item State the angle corresponding with $\angle 2$. \vspace{1cm}
    \item Given $m\angle 8 = 115^\circ$ and $m\angle 4 = 5x^\circ$. Find $x$. \vspace{2cm}
    \item Given $m\angle 7 = 65^\circ$. Find $m\angle 2$. \vspace{2cm}
    \item In a proof, what reason would justify $\angle 4 \cong \angle 5$? \rule{6cm}{0.15mm}
  \end{enumerate}

"
1661,136,"Given two vertical angles, $m \angle 1 = 5x+9$, $m \angle 2 = 6x-1$. Find $m \angle 1$.\\
  For full credit, check by comparing to $m\angle 2$.
      \begin{flushright}
      \begin{tikzpicture}[scale=.7]
        \draw [<->, thick] (0,-1.5)--(10,1.5);
        \draw [<->, thick] (2,3.5)--(7,-3.5);
        \node at (3,.4){1};
        \node at (6,-.6){2};
      \end{tikzpicture}
      \end{flushright}

"
1662,136,"Express the result to the nearest thousandth.  \vspace{1cm}

      \begin{multicols}{2}
        \begin{enumerate}
          \item $\sin 35^\circ = $ \vspace{1cm}
          \item $\tan 70^\circ =$
          \item $\sin 78^\circ = $ \vspace{1cm}
          \item $\cos 12^\circ =$

        \end{enumerate}
      \end{multicols} \vspace{1cm}

"
1663,136,"Given $m\angle R=48$ and $m\angle UST=110$. Find $m\angle U$.\\[1cm]
    \begin{tikzpicture}
      %\draw [->, thick] (0,0)--(5,5);
      \draw [<-, thick] (8,0)--(0,0)--(3,3)--(4.5,0);
      \draw [fill] (0,0) circle [radius=0.05] node[below]{$R$};
      \draw [fill] (4.5,0) circle [radius=0.05] node[below]{$S$};
      \draw [fill] (3,3) circle [radius=0.05] node[right]{$U$};
      \draw [fill] (7,0) circle [radius=0.05] node[below]{$T$};
    \end{tikzpicture}
    \vspace{2cm}


"
1664,136,"On the graph below, draw $\overline{AB}$, with $A(5,3)$ and $B(-1,-3)$, labeling the end points. Determine and state the coordinates of the midpoint $M$ of $\overline{AB}$ and mark and label it on the graph.\\
    \begin{tikzpicture}[scale=.635]
      \draw [help lines] (-3,-2) grid (8,7);
      \draw [thick, ->] (-3.2,0) -- (8.4,0) node [below right] {$x$};
      \draw [thick, ->] (0,-2.2)--(0,7.4) node [left] {$y$};
    \end{tikzpicture}
    \vspace{1cm}

"
1665,136,"In a proof, each of the following statements are written. Write down the reason that would justify each step. \bigskip
    \begin{enumerate}
      \item $\overline{PQ} \cong \overline{PQ}$ \hspace{4cm} $\rule{5cm}{0.15mm}$ property \bigskip
      \item $PQ+RS= QR+RS$  \hspace{1.7cm} $\rule{5cm}{0.15mm}$ property  \bigskip
      \item $2(PQ + QR)=2PQ+2QR$  \hspace{0.6cm} $\rule{5cm}{0.15mm}$ property
    \end{enumerate}

"
1666,136,"Given right $\triangle JKL$ with $\overline{JK} \perp \overline{KL}$, $JL=8$, $m\angle J=30^\circ$.
    \begin{center}
      \begin{tikzpicture}[scale=0.7]
        \draw [thick](0,0)--(7,0)--(7,3)--(0,0);
        \draw [fill] (0,0) circle [radius=0.05] node[below]{$J$};
        \draw [fill] (7,0) circle [radius=0.05] node[below]{$K$};
        \draw [fill] (7,3) circle [radius=0.05] node[above right]{$L$};
        %\draw [color=blue] (0,0) ++(0.75,0) arc [start angle=0, end angle=70, radius=0.75];
        %\draw [color=blue] (4,0) ++(-0.22, 0.73) arc [start angle=110, end angle=180, radius=0.75];
        %\draw [thick] (0.8,3.1)--(1.2,2.9); %tick mark
        %\draw [thick] (2.8,2.9)--(3.2,3.1); %tick mark
        %\node [right] at (3.25,2.5){$x+7$};
        %\node [left] at (0.75,2.5){$2x+1$};
      \end{tikzpicture} \vspace{1cm}
    \end{center}
    \begin{enumerate}
      \item Find the length $JK$\\[2cm]
      \item Find the length $KL$\\[2cm]
    \end{enumerate}

"
1667,136,"Given a circle $O$ with radius $6$.
  \begin{enumerate}
    \item Find the circumference of $O$. \vspace{2cm}
    \item Find the area of $O$. \vspace{2cm}
  \end{enumerate}

"
1668,136,"\subsubsection*{Part 2, Principles of Geometry: Angle Measures \& Relationships}
Use the postulates and theorems you have learned. You may abbreviate them as follows: ``def. of bisector,"" ``$\perp$ rays meet at $90^\circ$,"" ``complementary $\angle$s add to 90,"" ``linear pairs add to 180,"" ``vertical $\angle$s are $\cong$,"" ``corresponding $\angle$s of parallel lines are $\cong$.""


"
1669,136,"Given $m\angle R=m\angle U =65$, and $m\angle UST=130$. Find $m\angle RSU$.
\begin{tikzpicture}[scale=0.6]
  %\draw [->, thick] (0,0)--(5,5);
  \draw [<-, thick] (7,0)--(1,0)--(3,3)--(4.5,0);
  \draw [fill] (1,0) circle [radius=0.05] node[below]{$R$};
  \draw [fill] (4.5,0) circle [radius=0.05] node[below]{$S$};
  \draw [fill] (3,3) circle [radius=0.05] node[right]{$U$};
  \draw [fill] (6,0) circle [radius=0.05] node[below]{$T$};
\end{tikzpicture}\\[0.5cm]
$\angle UST \cong \angle RSU$ \hspace{0.5cm} $m\angle UST + m\angle RSU =  180$ \hspace{0.5cm} \rule{6cm}{0.15mm} \vspace{0.5cm}

"
1670,136,"Given $\overrightarrow{BA} \perp \overrightarrow{BC}$, $m \angle ABD = 2x-5$, and $m \angle DBC = x-10$.
  \begin{tikzpicture}[scale=0.7]
    \draw [<->, thick] (0,3)--(0,0)--(5,0);
    \draw [->, thick] (0,0)--(3.5, 2);
    \draw [-, thin] (0, 0.4)--(0.4, 0.4)--(0.4, 0);
    \draw [fill] (0,0) circle [radius=0.05] node[below]{$B$};
    \draw [fill] (0,2) circle [radius=0.05] node[left]{$A$};
    \draw [fill] (4,0) circle [radius=0.05] node[below]{$C$};
    \draw [fill] (2.625, 1.5) circle [radius=0.05] node[below]{$D$};
  \end{tikzpicture}\\[0.5cm]
  $\angle ABD \cong \angle DBC$ \hspace{0.5cm} $m\angle ABD + m\angle DBC =  90$ \hspace{0.5cm} \rule{6cm}{0.15mm}


"
1671,136,"$\angle RPS \cong \angle SPU$ \hspace{0.25cm} $m \angle RPS + m \angle SPU = 180^\circ$ \hspace{0.25cm} \rule{6cm}{0.15mm}  \vspace{0.25cm}
    \begin{tikzpicture}[scale=0.7]
      \draw [<->, thick] (-5,.5)--(3,-.3);
      \draw [->, thick] (0,0)--(-1.2,3);
      \draw [fill] (-1,2.5) circle [radius=0.05] node[left ]{$S$};
      \draw [fill] (0,0) circle [radius=0.05] node[below]{$P$};
      \draw [fill] (2,-0.2) circle [radius=0.05] node[above]{$U$};
      \draw [fill] (-4,0.4) circle [radius=0.05] node[above]{$R$};
    \end{tikzpicture}


"
1672,136,"Given corresponding angles of a transversal and two parallel lines, $\angle A$, $\angle B$.\\[0.5cm]
  $\angle A \cong \angle B$ \hspace{1cm} $m \angle A + m \angle B=180^\circ$ \hspace{0.5cm} \rule{5cm}{0.15mm} \vspace{0.25cm}

"
1673,136,"Given $m \angle 1 = 4x+6$, $m \angle 2 = 6x-32$. Find $m \angle 1$.
    \begin{tikzpicture}[scale=.4]
      \draw [<->, thick] (0,-1.5)--(10,1.5);
      \draw [<->, thick] (2,3.5)--(7,-3.5);
      \node at (3,.4){1};
      \node at (6,-.6){2};
    \end{tikzpicture}\\[0.5cm]
    $\angle 1 \cong \angle 2$ \hspace{1cm} $m\angle 1 + m\angle 2 =  180$ \hspace{0.5cm} \rule{6cm}{0.15mm}

"
1674,136,"Given $\overline{ABC}$, $AC=18$, and the point $B$ partitions $\overline{AC}$ in a ratio of $2{:}7$.\\[0.5cm] Find ${AB}$. \\[1.5cm]
      \begin{tikzpicture}
        \draw [-, thick] (1,0)--(7,0);
        \draw [fill] (1,0) circle [radius=0.05] node[below]{$A$};
        \draw [fill] (3.5,0) circle [radius=0.05] node[below]{$B$};
        \draw [fill] (7,0) circle [radius=0.05] node[below]{$C$};
      \end{tikzpicture} \vspace{3cm}


"
1675,136,"Given $\overrightarrow{BA} \perp \overrightarrow{BC}$, $m \angle ABD = 4x$, and $m \angle DBC = 2x-12$. Find $m \angle DBC$. \\[0.5cm]
  For full credit, show the check using both angle measures.
    \begin{flushleft}
    \begin{tikzpicture}[scale=1.3]
      \draw [<->, thick] (0,3)--(0,0)--(5,0);
      \draw [->, thick] (0,0)--(3.5, 2);
      \draw [-, thin] (0, 0.4)--(0.4, 0.4)--(0.4, 0);
      %\node at (3,.4){1};
      %\node at (6,-.6){2};
      \draw [fill] (0,0) circle [radius=0.05] node[below]{$B$};
      \draw [fill] (0,2) circle [radius=0.05] node[left]{$A$};
      \draw [fill] (4,0) circle [radius=0.05] node[below]{$C$};
      \draw [fill] (2.625, 1.5) circle [radius=0.05] node[below]{$D$};
    \end{tikzpicture}
    \end{flushleft}
    \vspace{3cm}

"
1676,136,"Given $P(3,4)$ and $Q(7,1)$, find the length of $\overline{PQ}$.
      \vspace{6cm}

"
1677,136,"Given the circle $C$ with circumference $6\pi$.
  \begin{enumerate}
    \item Write down the formula for the circumference of a circle and solve for the radius yielding a circumference of $6\pi$. \vspace{1cm}
    \item Find the area of the circle.
  \end{enumerate}
  \begin{tikzpicture}[scale=.635]
    \draw [help lines] (-4,-4) grid (4,4);
    %\draw [thick, ->] (-2.2,0) -- (10.4,0) node [below right] {$x$};
    %\draw [thick, ->] (0,-2.2)--(0,10.4) node [left] {$y$};
    \draw (0,0) circle [radius=3] node[below]{$C$};
    \draw [fill] (0,0) circle [radius=0.05];
  \end{tikzpicture}

"
1678,136,"On the graph, draw polygon ABCDEF with vertices A(1, 1), B(1, 4), C(3, 4), D(3, 7), E(8, 7), and F(8, 1). Find the perimeter and the area of the polygon.\\[1cm]
  \begin{tikzpicture}[scale=.635]
    \draw [help lines] (-2,-2) grid (10,10);
    \draw [thick, ->] (-2.2,0) -- (10.4,0) node [below right] {$x$};
    \draw [thick, ->] (0,-2.2)--(0,10.4) node [left] {$y$};
  \end{tikzpicture}
  \vspace{2cm}

"
1679,137,"In  $\triangle ABC$ shown below, $m\angle A=(3x+13)^\circ$, $m\angle B=(4x+4)^\circ$, and $m\angle C=(2x-8)^\circ$. What is $m\angle A$?\\[0.5cm]
        \begin{tikzpicture}
          \draw [thick]
            (2,0)node[below]{$A$}--
            (9,0)node[below]{$C$}--
            (4,3)node[above]{$B$} --(2,0);
            \node at (3.3,0)[above]{$(3x+13)^\circ$};
            \node at (8.2,0)[above left]{$(2x-8)^\circ$};
            \node at (4.4,2.3)[below]{$(4x+4)^\circ$};
        \end{tikzpicture} \vspace{4cm}

"
1680,137,"Given two parallel lines and a transversal, as shown below.
      \begin{center}
      \begin{tikzpicture}
        \draw [<->, thick] (1,2)--(9,2);
        \draw [<->, thick] (0,0)--(8,0);
        \draw [<->, thick] (4,-1)--(5.5,3);
        \node at (4.5,0.3) [left]{$5$};
        \node at (4.5,0.3) [right]{$6$};
        \node at (4.3,-0.3) [left]{$7$};
        \node at (4.3,-0.3) [right]{$8$};
        \node at (5.2,2) [above left]{$1$};
        \node at (5.2,2) [above right]{$2$};
        \node at (5,2) [below left]{$3$};
        \node at (5,2) [below right]{$4$};
      \end{tikzpicture}
      \end{center}
      \begin{enumerate}
        \item State the angle corresponding with $\angle 6$. \vspace{1cm}
        \item Given $m\angle 3 = 73^\circ$ and $m\angle 5 = (3x-1)^\circ$. Find $x$. \vspace{3.5cm}
        \item In a proof, what reason would justify $m\angle 5 + m\angle 6 =180^
        \circ$? \rule{6cm}{0.15mm}
      \end{enumerate}

"
1681,137,"Given $\triangle ABC$ and $\triangle DEC$ with $\angle B \cong \angle E$. $C$ is the midpoint of $\overline{AD}$.\\ Prove $\triangle ABC \cong \triangle DEC$.\\[0.5cm]
       \begin{tikzpicture}
           \draw [thick]
             (-1,2)node[right]{$B$}--
             (1,-2)node[left]{$E$}--
             (4,0)node[right]{$D$}--
             (0,0)node[below left]{$C$}--
             (-4,0)node[left]{$A$}--cycle;
         \end{tikzpicture}

       \begin{multicols}{2}
         \underline{Statement} \\
         \underline{Reason}
       \end{multicols}
       \begin{multicols}{2}
         \raggedcolumns
         \begin{enumerate}[label={\arabic*)}]
           \item \rule{4cm}{0.15mm} \vspace{0.3cm}
           \item \rule{4cm}{0.15mm} \vspace{0.3cm}
           \item \rule{4cm}{0.15mm} \vspace{0.3cm}
           \item $\angle BCA \cong \angle ECD$  \vspace{0.3cm}
           \item \rule{4cm}{0.15mm} \vspace{0.3cm}
           \item $\triangle ABC \cong \triangle DEC$ \vspace{0.3cm}
         \end{enumerate}
         \begin{enumerate}[label={\arabic*)}]
           \item Given \vspace{0.3cm}
           \item Given \vspace{0.3cm}
           \item Given \vspace{0.3cm}
           \item \rule{4cm}{0.15mm} \vspace{0.3cm}
           \item Definition of a midpoint \vspace{0.3cm}
           \item \rule{4cm}{0.15mm} \vspace{0.3cm}
         \end{enumerate}
       \end{multicols} %\vspace{0.5cm}

"
1682,137,"Given $\overline{KN} \cong \overline{MN}$ and $m\angle KNL=108^\circ$. Find $m\angle M$.\\[1cm]
       \begin{tikzpicture}
         %\draw [->, thick] (0,0)--(5,5);
         \draw [<-, thick] (8,0)--(0,0)--(1.5,3)--(4.5,0);
         \draw [fill] (0,0) circle [radius=0.05] node[below]{$M$};
         \draw [fill] (4.5,0) circle [radius=0.05] node[below]{$N$};
         \draw [fill] (1.5,3) circle [radius=0.05] node[above right]{$K$};
         \draw [fill] (7,0) circle [radius=0.05] node[below]{$L$};
       \end{tikzpicture}
       \vspace{3cm}

"
1683,137,"On the graph below, draw $\overline{AB}$, with $A(-1,-1)$ and $B(7,1)$, labeling the end points. Determine and state the coordinates of the midpoint $M$ of $\overline{AB}$ and mark and label it on the graph.\\
      \begin{tikzpicture}[scale=.635]
        \draw [help lines] (-3,-2) grid (8,6);
        \draw [thick, ->] (-3.2,0) -- (8.4,0) node [below right] {$x$};
        \draw [thick, ->] (0,-2.2)--(0,6.4) node [left] {$y$};
      \end{tikzpicture}
\vspace{2cm}

"
